brand,model,trim,year,origin,color,options,fuel,gear,drivetrain,cylinders,engine size,condition,kilometer,location,aminities,cabin
Toyota,Camry ,GLE,2019,Gulf,White,Half Full,Gasoline,Automatic,FWD,4,2.5,Used,31670 km,Riyadh,"['Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Auto Hold', 'Traction Control System', 'Voice control', 'Fabric Seats', ' Foldable rear seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Remote Entry', 'Power seats', 'A/C Manual', 'Mirrors (Black)', 'Bluetooth', 'CD player', 'USB Input', 'Power connection', 'Radio', 'Rear Camera', 'Media screen', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Electrical Fold Outside Mirror', 'Sunroof', 'Open Trunk Electricity']",
Mini,Countryman,,2018,Other,Red,Full,Gasoline,Automatic,FWD,4,1.5,Used,125147 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Auto Hold', 'Lane Departure Warning System', 'Front & Rear Power Windows', 'Leather Seats', ' Rear AC Vents', 'Steering Wheel Controls', 'A/C Manual', 'Memory Seats', 'Power seats', 'Voice control', 'ISOFIX', ' Foldable rear seats', 'Rear Central Arm Rest', 'Paddle shift', 'Bluetooth', 'USB Input', 'Rear Camera', 'Navigation System', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Panorama Sunroof', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Rear spoiler', 'Keyless Entry System', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror']",
BMW,7 Series,730Li,2018,Saudi,Black,Full,Gasoline,Automatic,RWD,4,2.0,Used,60378 km,Riyadh,"['Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Sensors control', 'Auto Hold', 'Power seats', 'ISOFIX', 'Leather Seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Remote Entry', 'Drive Mode', 'A/C Auto', 'Mouse controller', 'Memory Seats', 'Voice control', 'Echo', 'Rear Central Arm Rest', 'Back Side A/C Control ', 'Bluetooth', 'USB Input', 'Rear Camera', 'Power connection', 'Rear DVD', 'Media screen', 'Radio', 'CD player', 'Navigation System', 'Electrical Mirrors', 'Rim Wheels', 'Rear Parking Sensors', 'Panorama Sunroof', 'Side Turn Signals', 'Front Fog Lamps', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Rear Fog Lights', 'Daytime Running Lights']",
Jeep,Wrangler,انلمتد سبورت,2018,Gulf,White,Standard,Gasoline,Automatic,Double (4x4),6,3.6,Used,75890 km,Riyadh,"['Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', 'Hill Descent Control', 'Traction Control System', 'Sensors control', 'Front & Rear Power Windows', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'Fabric Seats', 'A/C Manual', 'Voice control', ' Foldable rear seats', 'Power connection', 'Bluetooth', 'USB Input', 'AUX', 'Media screen', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Side sills', 'Headlight Electronic Adjustment']",
Hyundai,Azera,GLS,2018,Gulf,another_color,Half Full,Gasoline,Automatic,FWD,6,3.5,Used,47189 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Sensors control', 'Auto Hold', 'Front & Rear Power Windows', 'Leather Seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'A/C Auto', 'Drive Mode', 'seat heating / cooling', 'Power seats', 'Voice control', 'Echo', 'Bluetooth', 'USB Input', 'Rear Camera', 'AUX', 'Navigation System', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Panorama Sunroof', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Open Trunk Electricity', 'Keyless Entry System', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror']",
Jeep,Wrangler,سبورت,2019,Gulf,White,Standard,Gasoline,Automatic,Double (4x4),6,3.6,Used,77576 km,Riyadh,"['Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', 'Hill Descent Control', 'Traction Control System', 'Sensors control', 'Collision Un-locker', 'Leather Seats', 'Steering Wheel Controls', 'Cruise Control', 'A/C Auto', 'Remote Entry', 'Voice control', 'Manual seats\t', 'Power connection', 'Bluetooth', 'USB Input', 'Media screen', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Halogen Lamps', 'Window Defroster', 'Rear Fog Lights', 'Side sills', 'Headlight Electronic Adjustment']",
Toyota,RAV4,Half Full,2020,Gulf,another_color,Half Full,Gasoline,Automatic,AWD,4,2.5,Used,7294 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Safety belts', 'Hill Descent Control', 'Traction Control System', 'Auto Hold', 'Front & Rear Power Windows', 'Leather Seats', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'A/C Manual', 'Remote Entry', 'Drive Mode', 'Power seats', 'Voice control', 'Echo', 'Rear Central Arm Rest', 'Bluetooth', 'USB Input', 'Rear Camera', 'Navigation System', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Panorama Sunroof', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Rear spoiler', 'Open Trunk Electricity', 'Rear Fog Lights', 'Daytime Running Lights', 'Electrical Fold Outside Mirror']",
HAVAL,H2,إنتيليجنت,2021,Saudi,Red,Full,Gasoline,Automatic,FWD,4,1.5,Used,16918 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Center Lock', 'Hill Descent Control', 'Auto Hold', 'Leather Seats', 'Fingerprint Ignition', 'Steering Wheel Controls', 'A/C Auto', 'Power seats', 'Manual seats\t', ' Foldable rear seats', 'Rear Central Arm Rest', 'Cruise Control', 'Voice control', 'Rear Camera', 'Bluetooth', 'CD player', 'USB Input', 'AUX', 'Power connection', 'Media screen', 'Radio', 'Headlight Electronic Adjustment', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Panorama Sunroof', 'LED Lamps', 'Rear Fog Lights', 'Daytime Running Lights', 'Electrical Mirrors', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear spoiler', 'Cargo Carrier', 'Electrical Fold Outside Mirror']",
Toyota,Camry ,LE,2020,Saudi,White,Standard,Gasoline,Automatic,FWD,4,2.5,Used,61561 km,Riyadh,"['Auto Hold', 'Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Manual seats\t', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Bluetooth', 'CD player', 'USB Input', 'AUX', 'Power connection', 'Radio', 'Electrical Mirrors', 'Cover Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Side Turn Signals', 'Open Trunk Electricity', 'Rear Fog Lights']",
Hyundai,Accent,GL,2019,Saudi,White,Standard,Gasoline,Automatic,FWD,4,1.4,Used,132785 km,Riyadh,"['Traction Control System', 'Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', ' Foldable rear seats', 'Power connection', 'USB Input', 'AUX', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Cover Wheels', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
MG,RX5,STD,2019,Saudi,White,Standard,Gasoline,Automatic,FWD,4,1.5,Used,65773 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Electronic Stability Program', 'Safety belts', 'Hill Descent Control', 'Traction Control System', 'Auto Hold', 'Front & Rear Power Windows', ' Rear AC Vents', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Rear Central Arm Rest', 'Power connection', 'Bluetooth', 'USB Input', 'Radio', 'Rim Wheels', 'Electrical Mirrors', 'Halogen Lamps', 'Window Defroster', 'Rear spoiler', 'Rear Fog Lights', 'Cargo Carrier', 'Headlight Electronic Adjustment']",
Soueast,DX3,Full,2022,Saudi,Red,Full,Gasoline,CVT,FWD,4,1.5,Used,2970 km,Riyadh,"['Electronic Brakeforce Distribution', 'Auto Hold', 'Dual Airbag (Driver & Passenger)', 'Side Airbags', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Traction Control System', 'Hill Descent Control', 'Sensors control', 'Leather Seats', ' Foldable rear seats', 'Fingerprint Ignition', 'Rear Central Arm Rest', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Drive Mode', 'Manual seats\t', 'A/C Manual', 'Bluetooth', 'USB Input', 'Navigation System', 'Power connection', 'Media screen', 'Radio', 'Flasher', 'Keyless Entry System', 'Rear Fog Lights', 'Daytime Running Lights', 'Cargo Carrier', 'Headlight Electronic Adjustment', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Panorama Sunroof', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Rear spoiler']",
Chevrolet,Spark,LS,2020,Saudi,White,Standard,Gasoline,Automatic,FWD,4,1.4,Used,88641 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Safety belts', 'Traction Control System', 'Tire Pressure Monitoring System', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Voice control', 'Manual seats\t', 'Radio', 'Bluetooth', 'USB Input', 'Power connection', 'Electrical Mirrors', 'Front Fog Lamps', 'Cover Wheels', 'Halogen Lamps', 'Window Defroster', 'Rear spoiler', 'Rear Fog Lights', 'Headlight Electronic Adjustment', 'LED Lamps']",
Hyundai,Elantra,Smart,2021,Saudi,Grey ,Standard,Gasoline,Automatic,FWD,4,2.0,Used,83978 km,Riyadh,"['Traction Control System', 'Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'Side Airbags', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Power connection', 'Bluetooth', 'USB Input', 'Radio', 'Electrical Mirrors', 'Rim Wheels', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights']",
Kia,Optima,LX,2020,Saudi,Black,Standard,Gasoline,Automatic,FWD,4,2.0,Used,75312 km,Riyadh,"['Safety belts', 'Center Lock', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Electronic Stability Program', 'Electronic Brakeforce Distribution', 'Traction Control System', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Car Key', 'Fabric Seats', 'A/C Manual', 'Remote Entry', 'Drive Mode', 'Manual seats\t', 'Echo', 'Paddle shift', 'USB Input', 'AUX', 'Power connection', 'Bluetooth', 'Radio', 'Electrical Mirrors', 'Side Turn Signals', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Open Trunk Electricity', 'Rear Fog Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror']",
Hyundai,Sonata,GL,2019,Saudi,Brown,Standard,Gasoline,Automatic,FWD,4,2.4,Used,125341 km,Riyadh,"['Sensors control', 'Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Drive Mode', ' Foldable rear seats', 'Rear Central Arm Rest', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Echo', 'Bluetooth', 'CD player', 'USB Input', 'Rear Camera', 'AUX', 'Power connection', 'Radio', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Open Trunk Electricity', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Kia,Optima,LX,2017,Saudi,Red,Standard,Gasoline,Automatic,FWD,4,2.4,Used,95535 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Safety belts', 'Traction Control System', 'Front & Rear Power Windows', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Drive Mode', 'Manual seats\t', 'Echo', 'Bluetooth', 'CD player', 'USB Input', 'Rear Camera', 'Power connection', 'Radio', 'Electrical Mirrors', 'Rim Wheels', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Open Trunk Electricity', 'Rear Fog Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror']",
Kia,Optima,LX,2020,Saudi,Red,Standard,Gasoline,Automatic,FWD,4,2.4,Used,39742 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Safety belts', 'Traction Control System', 'Sensors control', 'Front & Rear Power Windows', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Drive Mode', 'Manual seats\t', 'Echo', 'Paddle shift', 'Bluetooth', 'USB Input', 'Power connection', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Front sensors', 'Side Turn Signals', 'Open Trunk Electricity', 'Rear Fog Lights', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror']",
Hyundai,Elantra,GL,2020,Saudi,Dark Blue,Standard,Gasoline,Automatic,FWD,4,1.6,Used,90366 km,Riyadh,"['Traction Control System', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Manual seats\t', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Voice control', 'Rear Central Arm Rest', 'AUX', 'Bluetooth', 'USB Input', 'Rear Camera', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Cover Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Mercedes,A,200,2021,Other,Brown,Standard,Gasoline,Automatic,FWD,4,1.3,Used,45655 km,Riyadh,"['Dual Airbag (Driver & Passenger)', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Auto Hold', 'Front & Rear Power Windows', 'Leather Seats', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Cruise Control', 'A/C Auto', 'Remote Entry', 'Voice control', 'Manual seats\t', 'ISOFIX', 'Rear Central Arm Rest', 'Paddle shift', 'Power connection', 'Bluetooth', 'USB Input', 'AUX', 'Navigation System', 'Media screen', 'Radio', 'Rim Wheels', 'Electrical Mirrors', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Side Turn Signals', 'Open Trunk Electricity', 'Rear Fog Lights', 'Daytime Running Lights', 'Headlight Electronic Adjustment']",
Hyundai,Accent,GL,2020,Saudi,another_color,Standard,Gasoline,Automatic,FWD,4,1.4,Used,38202 km,Riyadh,"['Traction Control System', 'Safety belts', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Electronic Brakeforce Distribution', ' Rear AC Vents', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Manual seats\t', 'Power connection', 'USB Input', 'AUX', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Cover Wheels', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
Mitsubishi,Attrage,LL,2021,Saudi,White,Standard,Gasoline,CVT,FWD,3,1.2,Used,33095 km,Riyadh,"['Traction Control System', 'Safety belts', 'Electronic Stability Program', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Brake Assist System', 'Electronic Brakeforce Distribution', 'Steering Wheel Controls', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Voice control', 'Manual seats\t', 'Rear Central Arm Rest', 'AUX', 'Bluetooth', 'CD player', 'USB Input', 'Power connection', 'Radio', 'Electrical Mirrors', 'Cover Wheels', 'Halogen Lamps', 'Window Defroster', 'Side Turn Signals', 'Rear Fog Lights']",
Chevrolet,Tahoe,LS,2019,Saudi,Silver,Standard,Gasoline,Automatic,Double (4x4),8,5.3,Used,68988 km,Riyadh,"['Safety belts', 'Sensors control', 'Dual Airbag (Driver & Passenger)', 'Side Airbags', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Hill Descent Control', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Power seats', ' Foldable rear seats', ' Rear AC Vents', 'Rear Central Arm Rest', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Auto', 'Remote Entry', 'Voice control', 'Bluetooth', 'CD player', 'USB Input', 'Power connection', 'Media screen', 'Radio', 'Side sills', 'Headlight Electronic Adjustment', 'Electrical Mirrors', 'Front Fog Lamps', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Rear spoiler', 'Rear Fog Lights']",
GMC,Yukon,SLE,2019,Saudi,another_color,Standard,Gasoline,Automatic,RWD,8,5.3,Used,93175 km,Riyadh,"['Safety belts', 'Sensors control', 'Forward Collision Warning', 'Dual Airbag (Driver & Passenger)', 'Side Airbags', 'ABS', 'Center Lock', 'Tire Pressure Monitoring System', 'Electronic Stability Program', 'Brake Assist System', 'Hill start Assist Control', 'Lane Departure Warning System', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Power seats', ' Foldable rear seats', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Auto', 'Remote Entry', 'Voice control', 'Rear Central Arm Rest', 'Bluetooth', 'CD player', 'USB Input', 'Power connection', 'Media screen', 'Radio', 'Rear Fog Lights', 'Side sills', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Rear spoiler']",
Chevrolet,Tahoe,LS,2019,Saudi,Black,Standard,Gasoline,Automatic,RWD,8,5.3,Used,102802 km,Riyadh,"['Safety belts', 'Dual Airbag (Driver & Passenger)', 'Side Airbags', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Traction Control System', 'Electronic Brakeforce Distribution', 'Sensors control', 'Voice control', ' Foldable rear seats', ' Rear AC Vents', 'Rear Central Arm Rest', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'A/C Auto', 'Remote Entry', 'Power seats', 'Fabric Seats', 'Bluetooth', 'CD player', 'USB Input', 'Power connection', 'Media screen', 'Radio', 'Side sills', 'Headlight Electronic Adjustment', 'Electrical Mirrors', 'Front Fog Lamps', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Rear spoiler', 'Rear Fog Lights']",
GMC,Yukon,SLE,2019,Saudi,Grey ,Standard,Gasoline,Automatic,RWD,8,5.3,Used,102888 km,Riyadh,"['Safety belts', 'Sensors control', 'Forward Collision Warning', 'Dual Airbag (Driver & Passenger)', 'Side Airbags', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Hill start Assist Control', 'Lane Departure Warning System', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Power seats', ' Foldable rear seats', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'A/C Auto', 'Remote Entry', 'Voice control', 'Rear Central Arm Rest', 'Bluetooth', 'CD player', 'USB Input', 'Power connection', 'Media screen', 'Radio', 'Rear Fog Lights', 'Side sills', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Rear spoiler']",
GMC,Yukon,XL,2018,Saudi,Black,Standard,Gasoline,Automatic,RWD,8,5.3,Used,147979 km,Riyadh,"['Safety belts', 'Sensors control', 'Forward Collision Warning', 'Dual Airbag (Driver & Passenger)', 'Side Airbags', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Hill start Assist Control', 'Lane Departure Warning System', 'Electronic Brakeforce Distribution', 'Traction Control System', 'Power seats', ' Foldable rear seats', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Auto', 'Remote Entry', 'Voice control', 'Bluetooth', 'CD player', 'USB Input', 'Power connection', 'Media screen', 'Radio', 'Side sills', 'Headlight Electronic Adjustment', 'Electrical Fold Outside Mirror', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Rear spoiler', 'Rear Fog Lights']",
GMC,Yukon,SLE,2019,Saudi,Brown,Standard,Gasoline,Automatic,Double (4x4),8,5.3,Used,98770 km,Riyadh,"['Safety belts', 'Traction Control System', 'Sensors control', 'Forward Collision Warning', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Hill start Assist Control', 'Lane Departure Warning System', 'Electronic Brakeforce Distribution', 'Hill Descent Control', 'Voice control', ' Rear AC Vents', 'Steering Wheel Controls', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Auto', 'Power seats', 'Remote Entry', ' Foldable rear seats', 'Rear Central Arm Rest', 'Bluetooth', 'CD player', 'USB Input', 'AUX', 'Power connection', 'Media screen', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Rear spoiler', 'Daytime Running Lights', 'Electrical Fold Outside Mirror']",
Kia,Sportage,LX,2019,Saudi,White,Standard,Gasoline,Automatic,Double (4x4),4,2.4,Used,69911 km,Riyadh,"['Hill Descent Control', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Electronic Brakeforce Distribution', 'Sensors control', 'Traction Control System', 'Drive Mode', 'Manual seats\t', 'ISOFIX', ' Rear AC Vents', ' Foldable rear seats', 'Steering Wheel Controls', 'Rear Central Arm Rest', 'Cruise Control', 'Front & Rear Power Windows', 'Fabric Seats', 'Car Key', 'A/C Manual', 'Remote Entry', 'Echo', 'Bluetooth', 'USB Input', 'AUX', 'Power connection', 'Radio', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Halogen Lamps', 'Window Defroster', 'Rear spoiler', 'Flasher', 'Rear Fog Lights', 'Headlight Electronic Adjustment']",
BMW,5 Series,520i,2020,Saudi,Black,Standard,Gasoline,Automatic,RWD,4,2.0,Used,48926 km,Riyadh,"['Electronic Brakeforce Distribution', 'Dual Airbag (Driver & Passenger)', 'ABS', 'Center Lock', 'Electronic Stability Program', 'Brake Assist System', 'Safety belts', 'Sensors control', 'Traction Control System', 'Auto Hold', 'Mouse controller', 'Power seats', 'Voice control', 'Leather Seats', 'Echo', ' Rear AC Vents', 'Fingerprint Ignition', 'Steering Wheel Controls', 'Rear Central Arm Rest', 'Cruise Control', 'Front & Rear Power Windows', 'A/C Auto', 'Remote Entry', 'Drive Mode', 'Memory Seats', 'Bluetooth', 'CD player', 'USB Input', 'Power connection', 'Media screen', 'Radio', 'Navigation System', 'Daytime Running Lights', 'Headlight Electronic Adjustment', 'Electrical Mirrors', 'Front Fog Lamps', 'Rim Wheels', 'Rear Parking Sensors', 'Sunroof', 'Halogen Lamps', 'LED Lamps', 'Window Defroster', 'Front sensors', 'Rear Fog Lights', 'Side Turn Signals']",
