,title,location,bedrooms,bathrooms,area,price,compound
5644,mivida boulevard  208 meter fully finished,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,208,1650000.0,1
5645,Apartment for sale152 m+124mRoof Galleria Compound,"Galleria Residences, South Investors Area, New Cairo City, Cairo",3,2,152,2260000.0,1
5646,park lane compound in new capital 116 m,"Park Lane, New Capital Compounds, New Capital City, Cairo",2,1,116,1295000.0,1
5647,Apartment for sale at the square 3\4 finishing,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,162,1435000.0,1
5648,For sale  apartment  Katameya Plaza _pool view,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",2,2,156,3000000.0,0
5649,the best layout at new capital,"R7, New Capital City, Cairo",3,3,190,1953650.0,0
5650,Apartment in Mountain View Hydepark-Prime Location,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,202,3250000.0,1
5651,"3 Bedroom Apartment 10Years Instalment 300,000 D.P","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,185,3000000.0,1
5652,Apartment for sale east of the Academy,"East The Academy, New Cairo City, Cairo",3,2,200,2300000.0,0
5653,Apartment for sale with  panoramic view,"El Khalifa El Maamoun St., Roxy, Heliopolis - Masr El Gedida, Cairo",3,3,240,4000000.0,0
5654,Finished apartment 5 % and the first inst. in 2021,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,165,3700000.0,1
5655,Apartment in Alburouj for sale over 14Years,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3,2,180,3500000.0,1
5656,Super Lux apartment for sale in El Banafseg 1,"Ahmed Shawky Axis, El Banafseg 1, El Banafseg, New Cairo City, Cairo",3,2,200,2600000.0,0
5657,Ground apartment with garden Ard ElGolf Heliopolis,"Abdullah Deraz St., Ard El Golf, Heliopolis - Masr El Gedida, Cairo",3,3,205,2400000.0,0
5658,Apartment in Galleria Residences - Prime Location,"Galleria Residences, South Investors Area, New Cairo City, Cairo",3,3,194,2650000.0,0
5659,apartment 213 meter for sale prime location,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,213,2090000.0,1
5660,Mivida |for sale | 3 Bed  |apartment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,238,6200000.0,1
5661,Apartment with the lowest D.p for sale in AlBurouj,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",2,2,134,1820539.0,1
5662,Apartment Zamalek behind Umm Kulthum Hotel 150m,"Bahgat Ali St. (Ebn Al Nabeh), Zamalek, Cairo",3,1,150,2600000.0,0
5663,Apartment Highland park 5th settlement 225m,"Highland Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,225,3101000.0,1
5664,Mountain view excutive | best price|2bed room,"Mountain View Executive, Al Andalus District, New Cairo City, Cairo",2,2,141,1700000.0,0
5665,Sodic compound Villette|standalone | new cairo,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,6,589,10500000.0,1
5666,apartment 122 m for sale in fifth square new cairo,"Fifth Square, North Investors Area, New Cairo City, Cairo",2,2,122,2500000.0,0
5667,Delivered apartment for sale 165 m in South Lotus,"South Lotus, El Lotus, New Cairo City, Cairo",3,3,165,1479225.0,0
5668,Apartment Highland park 5th settlement 225m,"Highland Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,225,3101000.0,1
5669,Great Deal apartment for sale in the square,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,175,2300000.0,1
5670,Super Lux apartment for sale in the third district,"Street 46, District 3, The 5th Settlement, New Cairo City, Cairo",3,2,225,2150000.0,0
5671,"Unit 160m2, District 5 compound, with installments","District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,160,2334000.0,1
5672,Amazing aprtment 215 m in lake viwe residense.....,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,215,4150000.0,1
5673,Apartment for sale in Mivida Emaar,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,156,3200000.0,1
5674,Apartment fully finished+ Installments in Mivida,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,133,3800000.0,1
5675,Apartment 108m at New Capital10%d.p fully finshed,"Atika, New Capital Compounds, New Capital City, Cairo",2,2,108,151200.0,1
5676,offer for the cash / move in now / 125m + Garden,"Galleria Residences, South Investors Area, New Cairo City, Cairo",4,2,152,1350000.0,0
5677,Apartment 168m - 3 bedroom for sale in Akoya,"Akoya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,168,1830000.0,1
5678,semi finished apartment at zavani compound.,"Zavani, New Capital Compounds, New Capital City, Cairo",3,2,138,1760600.0,1
5679,Apartment For Sale - Mountain View Hyde Park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,165,1800000.0,1
5680,2 Bed |Landskap View | Attractive Price,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,156,3000000.0,1
5681,apartment 170 m  for Sale in Mountain View iCity,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,170,1850000.0,1
5682,Apartment for sale in south Lotus - 5th Settlement,"South Lotus, El Lotus, New Cairo City, Cairo",3,2,186,1767000.0,0
5683,Apartment 4/3 finished for sale in El Banafseg 1,"Ahmed Shawky Axis, El Banafseg 1, El Banafseg, New Cairo City, Cairo",3,2,200,2300000.0,0
5684,Apartment garden view in Mivida Compound New Cairo,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,200,3500000.0,1
5685,Fully finished Apartment At cairo festival 255 M .,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",4,3,255,6650000.0,0
5686,Apartment 138 m with garden in 5th settlement - fifth Square,"Fifth Square, North Investors Area, New Cairo City, Cairo",2,2,138,3400000.0,0
5687,Apartment for sale in madinaty cairo American Decor High Lux,"Madinaty, Cairo",2,2,96,1350000.0,0
5688,Apartment for sale 172 m in Scenario compound,"New Capital Compounds, New Capital City, Cairo",3,2,172,2100000.0,1
5689,"Apartment for sale in Address East, an irreplaceable opportunity","The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo",3,2,140,2100000.0,0
5690,Apartment sale with installment in 5th settlement - Stone Residence,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,175,3000000.0,1
5691,Villa Roof 330 meters in front of the British Embassy (Garden City),"Garden City St., Garden City, Cairo",4,3,315,2800000.0,0
5692,"Apartment 3 Bedrooms In Hyde Park With Installments ,Prime Location","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,173,3000000.0,1
5693,"# 3 For sale, Apartment 245m Super Lux in Mokattam, a vital location","Mokattam Middle Entrance, Al Abageyah, El Khalifa, Cairo",3,3,245,1600000.0,0
5694,Pay 10% DP over 10 Years and own Apartment at De Joya 136M + 55M Garden,"De Joya, New Capital Compounds, New Capital City, Cairo",3,2,136,177900.0,1
5695,Apartment fully finished with A/C'S sale in 5th settlement - Fifth square,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,160,3300000.0,0
5696,"Apartment 103m for sale in Madinaty, fully finished, with a great location","Madinaty, Cairo",3,2,103,1650000.0,0
5697,Apartment 160 m finished with ACs in installments without interest 3 rooms.,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,2,164,3300000.0,0
5698,For a limited period of 12% downpayment and equal installments over 12 years,"Anakaji, New Capital Compounds, New Capital City, Cairo",3,3,208,2100000.0,1
5699,For a limited period of 12% downpayment and equal installments over 12 years,"Anakaji, New Capital Compounds, New Capital City, Cairo",3,3,164,1700000.0,1
5700,For a limited period of 12% downpayment and equal installments over 12 years,"Anakaji, New Capital Compounds, New Capital City, Cairo",0,2,106,1250000.0,1
5701,Apartment Roof Fully Finished With A/C'S For Sale With Installments On 8 Years,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,170,3900000.0,0
5702,Apartment 200m In 90th street Fully Finished With A/C'S For Sale With Installments,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,200,3900000.0,0
5703,Prime Location For sale Apt 133m - Mountain View,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,133,1450000.0,1
5704,apartment 130m in galleria moon valley 2 bed+2bath,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",2,2,131,1450000.0,0
5705,Apartment with no over at AZAD,"Azad, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,140,2800000.0,1
5706,"with 60,000 downpayment and rest over 10 years","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,2,164,2366186.0,1
5707,apartment 92m in armonia new capital over 12 years,"Armonia, New Capital Compounds, New Capital City, Cairo",1,2,92,1378999.0,1
5708,mivida apartment 186 meter for sale fully finished,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,186,3550000.0,1
5709,Fully Finished Apartment Al Maqsad 5% reservation,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",2,2,144,1800000.0,1
5710,Apartment in Mountain view H.P phase 4  pool view.,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,274,3000000.0,1
5711,Apartment for sale for greenery spaces lovers,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,176,2200000.0,1
5712,امتلك شقة مساحتها ١٦٢ متر في ارقي منطقة  بالعاصمة,"R7, New Capital City, Cairo",3,3,162,205000.0,0
5713,Apartment double view For Sale Entrada New Capital,"Entrada, New Capital Compounds, New Capital City, Cairo",3,3,162,1836650.0,1
5714,Apartment for sale 161m finished in Mountain View,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,161,2500000.0,1
5715,Apartment for sale typical Floor in water way,"The Water Way, North Investors Area, New Cairo City, Cairo",3,3,248,7969000.0,0
5716,Mivida | | 4Bedroom | Prime location,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,289,11950000.0,1
5717,"Apartment 175m for sale in,Stone Residence","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,175,1262668.0,1
5718,Apartment for Sale in Village Gate Palm Hills,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",2,2,146,2150000.0,0
5719,Apartment overlooking the lake prime location,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,262,4250000.0,1
5720,"lowest price, 3 rooms 135 m with great facilities","Azadir, North Investors Area, New Cairo City, Cairo",3,3,135,2092000.0,0
5721,Super Lux apartment for sale in New Maadi 170 m,"Street 277, New Maadi, Hay El Maadi, Cairo",3,2,170,1350000.0,0
5722,studio 74 sqm in armonia new capital over 12 years,"Armonia, New Capital Compounds, New Capital City, Cairo",1,1,74,1152999.0,1
5723,Apartment for Sale In Al Mokattam - Open View.,"Ahmed Abd Al Maksoud St., Al Hadaba Al Olya, Mokattam, Cairo",3,2,220,1770000.0,0
5724,"Ground apartment with garden for sale ,Banafseg7","Al Sheikh Abdullah Mosalamy St., El Banafseg 7, El Banafseg, New Cairo City, Cairo",2,2,135,1350000.0,0
5725,Studios for sale in the Fifth Settlement NewCairo,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1,1,82,2400000.0,1
5726,Apartment Ground with Garden For Sale in Waterway,"The Water Way, North Investors Area, New Cairo City, Cairo",3,3,230,5300000.0,0
5727,Semi finished apartment for sale in El Banafseg 1,"Ahmed Shawky Axis, El Banafseg 1, El Banafseg, New Cairo City, Cairo",3,2,200,2200000.0,0
5728,A Super Lux Apartment for Sale in New Maadi 220 m,"Street 260, New Maadi, Hay El Maadi, Cairo",3,2,220,2600000.0,0
5729,Apartment in North Lotus prime location,"North Lotus, El Lotus, New Cairo City, Cairo",3,3,180,1260000.0,0
5730,Apartment  | hot offer| lowest price in new cairo,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,131,1110000.0,1
5731,Under Market Apartment 132 m at cfc prime location,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2,2,132,2950000.0,0
5732,Apartment at Park View (Hassan Allam)205 M      .,"Park View, North Investors Area, New Cairo City, Cairo",3,2,205,4600000.0,0
5733,Garden view| sodic east town | 3 bds,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,156,3000000.0,1
5734,Apartment for sale 180m in Al Burouj Special price,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3,3,180,2039554.0,1
5735,Apartment for sale with amazing view in The Square,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,225,2250000.0,1
5736,Ready to Move Apartment in Rehab........,"Al Rehab, New Cairo City, Cairo",2,1,90,1250000.0,0
5737,Hot Offer Apartment Middle Wiz Garden 234m Mivida,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,234,6000000.0,1
5738,Open View Apartment 200 m For Sale - in Mivida,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,200,3900000.0,1
5739,Apartment For Sale - in Mivida Park View 160m,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,160,3300000.0,1
5740,HOT OFFER Uptown Cairo 14-Golf Apartment 200m,"The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo",3,4,200,4600000.0,0
5741,Prime Location Apartment in ALTO Uptown Cairo,"Alto, Uptown Cairo, Mokattam, Cairo",2,2,130,3500000.0,0
5742,HOT OFFER Apartment for sale in UPTOWN Cairo,"Fountain Side, Uptown Cairo, Mokattam, Cairo",3,3,225,3252000.0,0
5743,apartment in narges 5 full floor,"Aly Sharawy St., Al Narges 5, Al Narges, New Cairo City, Cairo",4,3,322,3500000.0,0
5744,"Resale Apartment 210m in Patio 7, Prime Location .","El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4,210,4250000.0,1
5745,Ap. overlooking  the lake  in  Lake View Residence,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,182,3495900.0,1
5746,Apartment on the lakes and landscapes of a hotel.,"Menorca, New Capital Compounds, New Capital City, Cairo",3,3,163,1532200.0,1
5747,Apartment for sale in Katamya Plaza 1 Settlement,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",2,2,153,3100000.0,0
5748,Fully Finished Apartment For Sale 3 BD in Anakaji,"Anakaji, New Capital Compounds, New Capital City, Cairo",3,3,162,1619000.0,1
5749,للبيع شقه 240م فيو حديقه بجوار شارع الثوره مباشرة بعماره فاخره جدا بالجراج,"Almaza St., Almazah, Heliopolis - Masr El Gedida, Cairo",4,3,240,2500000.0,0
5750,"155 mt @ rehab 1,,, prime location","Al Rehab, New Cairo City, Cairo",3,3,155,2750000.0,0
5751,للبيع بمدينتي 116م فيو جاردن مقدم واقساط ع 7 سنوات,"Madinaty, Cairo",3,2,116,635000.0,0
5752,شقه للبيع بمدينتي تشطيب فندقي فيو وايد جاردن بالB3,"Madinaty, Cairo",3,4,266,3500000.0,0
5753,شقه 152 متر بجاليريا مون فالي ب 10 % مقدم واستلم,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3,2,152,280000.0,0
5754,شقة فى مدينة الرحاب 131 م2 بحرى للبيع كاش,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,2,131,1800000.0,0
5755,للبيع شقة تخصيص وزارة الاسكان مساحة 140م B10,"Madinaty, Cairo",3,2,140,1650000.0,0
5756,شقه تمليك فى كمبوند azadir التجمع الخامس,"Azadir, North Investors Area, New Cairo City, Cairo",0,1,60,831000.0,0
5757,١٤٠ متر في مدينتي متشطبة. بي ١٠. عليها أقساط,"Madinaty, Cairo",3,3,140,780000.0,0
5758,شقة 170م ناصية دور ثالث تقسيط 60 شهر مقدم 25%,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,3,170,1062500.0,0
5759,للبيع شقة 180م دور متكرر بحرى تطل على وايد جاردن,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,180,2750000.0,0
5760,شقه للبيع في الميدتاون الجولدن سكوير -التجمع الخامس - استلام فوري - الجامعه الامريكيه,"Midtown, South Investors Area, New Cairo City, Cairo",3,3,185,2662000.0,0
5761,شقة الترا سوبر لوكس للبيع فى التجمع الخامس- فاطمه الشربتلي- اول سكن - استلام فوري,"Street70, District 2, The 5th Settlement, New Cairo City, Cairo",3,3,200,2500000.0,0
5762,شقه للبيع 131متر فيو وايد جاردن و خطوات من الخدمات,"Madinaty, Cairo",3,2,131,1450000.0,0
5763,كاسيل لاند مارك العاصمة الادارية بسعر للمتر 8500,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,2,190,2395359.0,1
5764,شقة الترا سوبر لوكس للبيع فى فيلات البنفسج التجمع.,"El Banafseg 12, El Banafseg, New Cairo City, Cairo",3,2,197,2500000.0,0
5765,للبيع بمدينتى شقة ٧٨م بحديقة ٤٥م بال b11,"Madinaty, Cairo",2,1,78,1150000.0,0
5766,امتلك شقتك فى Sueno بأرخص سعر للمتر فى العاصمه,"Sueno, New Capital Compounds, New Capital City, Cairo",3,2,150,1500000.0,1
5767,شقة الترا سوبر لوكس للبيع فى ايستاون التجمع الخامس,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,210,3900000.0,1
5768,كلنا بنحلم بشقه بي جاردين وسعرها يكون لقطه,"Riviera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,130,988000.0,1
5769,فرصتك لامتلاك شقة ارضي بها جميع المميزات,"Riviera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,145,1102000.0,1
5770,نفسك تاخد في العاصمه بس سعرها غالي كمبوند ريفيرا,"Riviera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,145,1102000.0,1
5771,شقة فى شرق الاكاديمة فيو حديقة  نص شطيب موقع مميز,"East The Academy, New Cairo City, Cairo",3,3,210,2000000.0,0
5772,شقة الترا سوبر لوكس للبيع فى التجمع الخامس- فاطمه الشربتلي- اول سكن - استلام فوري,"Street70, District 2, The 5th Settlement, New Cairo City, Cairo",3,3,200,2500000.0,0
5773,فرصه شقة في مدينتي 143م متشطبه اقل من سعرها الاصلي,"Madinaty, Cairo",3,2,143,2380000.0,0
5774,اب تاون فورتين شقة 200م + حديفة مباشرة على الجولف,"The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo",3,4,200,5150000.0,0
5775,"امتلك وحدتك بحديقه خاصه و مقدم 185,520","Riviera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,163,1238800.0,1
5776,بالرحاب شقة للبيع فرصة 249م فيو جاردن وشارع بسعر تجارى لقط RIn Rehab Apartment for sale 249m in Garden View and Street at a snapshot commercial price,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,249,3500000.0,0
5777,قسط علي 7  سنوات بدون فوائد  في  التجمع,"Riviera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,168,1276800.0,1
5778,امتلك شقه بحديقه في قلب القاهرة الجديدة,"Riviera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,130,988000.0,1
5779,للبيع كاش بمدينتي شقه 133م علي وايد جاردن صريح,"Madinaty, Cairo",3,2,133,1650000.0,0
5780,للتمليك بالرحاب شقة 146م أرضي بحديقة فيو رائع,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,136,2200000.0,0
5781,استديو للبيع 60م حديقه60 م بالرحاب بالفرش والاجهزه,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",0,1,60,1200000.0,0
5782,شقة مميزة  للبيع تقاطع الخليفة المأمون مصر الجديدة,"El Khalifa El Maamoun St., Roxy, Heliopolis - Masr El Gedida, Cairo",3,3,240,4000000.0,0
5783,لمحبي المساحة الكبيره والفيوهات المفتوح 180م للبيع,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,180,2900000.0,0
5784,شقة للبيع في العاصمة الادارية فى  كمبوند سين 7,"R7, New Capital City, Cairo",3,3,144,1480000.0,0
5785,للبيع بسعر لقطة جدا في مدينتي شقة 110م B11,"Madinaty, Cairo",3,1,110,1250000.0,0
5786,شقه للبيع146م بمقدم10%فقط فى سونيوالعاصمه الاداريه,"Sueno, New Capital Compounds, New Capital City, Cairo",2,2,146,1503000.0,1
5787,شقه للبيع212م بمقدم10%فقط فى سونيوالعاصمه الاداريه,"Sueno, New Capital Compounds, New Capital City, Cairo",4,3,212,2226000.0,1
5788,شقة 3نوم و3حمام للبيع بمدينة الرحاب بموقع مميز,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,119,1650000.0,0
5789,شقه160م للبيع بالتجمع الخامس سوبر لوكس استلام فورى,"El Narges Buildings, Al Narges, New Cairo City, Cairo",3,2,160,1600000.0,0
5790,بمقدم 0% شقة 251م بتقسيم داخلي ممتاز في SERRANO,"R7, New Capital City, Cairo",3,4,251,2552670.0,0
5791,شقه امام العاصمه الاداريه قسط بدون فوائد,"El Motamayez District, Badr City, Cairo",3,2,125,310000.0,0
5792,شقة للبيع فى مدينة نصر210 متر 3/4 تشطيب إستلم فورى,"Africa   Emtedad Moustafa Al Nahas, 10th Zone, Nasr City, Cairo",3,2,210,1350000.0,0
5793,شقه بحري بفيو منطقه خدمات استلام فوري قسط علي3سنين,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3,2,160,1010000.0,0
5794,شقه باللوتس موقع مميز تقسيط علي 6 سنين بدون فوائد,"South Lotus, El Lotus, New Cairo City, Cairo",3,3,199,1575000.0,0
5795,شقه بحري امام العاصمه الاداريه تقسيط بدون فوائد,"El Motamayez District, Badr City, Cairo",3,2,170,610000.0,0
5796,فرصه للبيع بافضل مراحل الرحاب شقه 90م بحرى,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",2,1,90,1300000.0,0
5797,شقه بعشر مميز و تشطيب فاخر بالتجمع,"Street 48, District 2, The 5th Settlement, New Cairo City, Cairo",3,3,215,2850000.0,0
5798,Fully- Furnished Apartment for sale in Zamalek.,"Ahmed Al kashef St., Zamalek, Cairo",3,2,150,5200000.0,0
5799,شقه بمدينتى 96م للبيع بالتقسيط باقل مقدم و بقسط سنوى اقل من 20 الف,"Madinaty, Cairo",3,1,96,1100000.0,0
5800,للبيع بمدينتى شقه 103 م B6 امام اولاد رجب,"Madinaty, Cairo",3,2,103,1250000.0,0
5801,شقه بالنرجس عمارات 119 متر تشطيب سوبر لوكس,"El Narges Buildings, Al Narges, New Cairo City, Cairo",2,1,119,1100000.0,0
5802,للبيع بمدينتى شقه 175 م B2 على وايت جاردن --------,"Madinaty, Cairo",3,3,175,2350000.0,0
5803,شقه للبيع 131متر فيو وايد جاردن و خطوات من الخدمات,"Madinaty, Cairo",3,2,131,1450000.0,0
5804,كاسيل لاند مارك العاصمة الادارية بسعر للمتر 8500,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3,2,190,2395359.0,1
5805,شقة الترا سوبر لوكس للبيع فى فيلات البنفسج التجمع.,"El Banafseg 12, El Banafseg, New Cairo City, Cairo",3,2,197,2500000.0,0
5806,للبيع بمدينتى شقة ٧٨م بحديقة ٤٥م بال b11,"Madinaty, Cairo",2,1,78,1150000.0,0
5807,امتلك شقتك فى Sueno بأرخص سعر للمتر فى العاصمه,"Sueno, New Capital Compounds, New Capital City, Cairo",3,2,150,1500000.0,1
5808,شقة الترا سوبر لوكس للبيع فى ايستاون التجمع الخامس,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,210,3900000.0,1
5809,أقل قيمة وحدة سكنية بالنرجس الجديدة مع أطول فترة,"New Narges, New Cairo City, Cairo",3,3,157,1146100.0,0
5810,لومعاك 191 الف يبقي شقتك بالتجمع متميزة,"Riviera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,168,1276800.0,1
5811,215 م مقدم 25% وقسط 60 شهر المتر 5250ج شامل جراج,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",4,3,215,1128750.0,0
5812,القاهره الجديده - مدينتي - المرحله السادسه,"Madinaty, Cairo",3,2,103,1250000.0,0
5813,ريفيرا التجمع هيسلمك متشطب والجراج مجانا,"Riviera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,120,888000.0,1
5814,شقة 170م ناصية وشارع رئيسى تقسيط 60 شهر مقدم 25%,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,3,170,1062500.0,0
5815,روف للبيع فى الحي الأول 115م سعر المتر 5250ج,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,1,115,603750.0,0
5816,شقة 350 م لليبيع كومباوند ماهيكا بالتجمع قسط85 شهر,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,2,350,1750000.0,0
5817,بمقدم 7 % و تقسيط حتى 9 سنوات ، استلام خلال سنة,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,175,2747500.0,1
5818,للبيع بسعر لقطة جدا في مدينتي شقة 110م B11,"Madinaty, Cairo",3,1,110,1250000.0,0
5819,شقه للبيع146م بمقدم10%فقط فى سونيوالعاصمه الاداريه,"Sueno, New Capital Compounds, New Capital City, Cairo",2,2,146,1503000.0,1
5820,شقه للبيع212م بمقدم10%فقط فى سونيوالعاصمه الاداريه,"Sueno, New Capital Compounds, New Capital City, Cairo",4,3,212,2226000.0,1
5821,للبيع كاش بمدينتي شقه 133م علي وايد جاردن صريح,"Madinaty, Cairo",3,2,133,1650000.0,0
5822,للتمليك بالرحاب شقة 146م أرضي بحديقة فيو رائع,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,136,2200000.0,0
5823,استديو للبيع 60م حديقه60 م بالرحاب بالفرش والاجهزه,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",0,1,60,1200000.0,0
5824,شقة مميزة  للبيع تقاطع الخليفة المأمون مصر الجديدة,"El Khalifa El Maamoun St., Roxy, Heliopolis - Masr El Gedida, Cairo",3,3,240,4000000.0,0
5825,لمحبي المساحة الكبيره والفيوهات المفتوح 180م للبيع,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,180,2900000.0,0
5826,فرصه شقة في مدينتي 143م متشطبه اقل من سعرها الاصلي,"Madinaty, Cairo",3,2,143,2380000.0,0
5827,للبيع في مدينتي شقة 82م تشطيب خاص وموقع مميز,"Madinaty, Cairo",2,1,82,780000.0,0
5828,بسعر مغري شقه 211م للبيع بالرحاب 2 اول سكن,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,211,3200000.0,0
5829,فرصه لاصحاب الفخامه والرقي للبيع بالرحاب شقه 224م,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,224,3500000.0,0
5830,فرصة استثمارية في مدينة الرحاب شقة 300م للبيع,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",5,4,300,4500000.0,0
5831,بسعر لن يتكرر شقه 115م لليبع بالرحاب بمموقع رائع,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,2,115,1550000.0,0
