,Amenities,Bedrooms,Bathrooms,Area,Furnished,Level,location,Compound,price,title
4724,['Elevator'],3,2,200.0,0,3,New Cairo - El Tagamoa,Not in Compound,1700000.0,نص رووف 200م بالنرجس نص تشطيب بالتجمع الخا...
4725,"['Elevator', 'Pets Allowed']",3,2,200.0,0,3,Nasr City,Not in Compound,1550000.0,شقه للبيع بمدينه نصر مساحه 200م٢ صافى 175م...
4726,[],2,1,100.0,0,0,New Cairo - El Tagamoa,Not in Compound,535000.0,شقة فى القرنفل مساحه 100 متر ناصيه موقع حل...
4727,[],2,2,140.0,0,3,New Cairo - El Tagamoa,Not in Compound,1400000.0,شقه للبيع بالقاهره
4728,[],2,1,73.0,0,5,Salam City,Not in Compound,120000.0,شقه لقطه
4729,['Elevator'],3,3,169.0,0,2,New Cairo - El Tagamoa,Not in Compound,1300000.0,شقة دور ثاني في اللوتس الجنوبية بحري فيو م...
4730,[],3,2,220.0,0,4,Nasr City,Not in Compound,1500000.0,شقه شارع الزهار مدينه نصر
4731,['Elevator'],2,1,125.0,0,3,New Cairo - El Tagamoa,Not in Compound,450000.0,شقه ١٢٥م شارع الجامعه زهراء مدينه نصر تشطي...
4732,[],3,2,131.0,0,4,Madinaty,Madinaty,1550000.0,131م للبيع بال B6 فيو مفتوح بحري صريح
4733,"['Security', 'Covered Parking', 'Elevator']",3,2,200.0,0,4,Mokattam,Not in Compound,1250000.0,شقة للبيع بالمقطم س
4734,"['Security', 'Elevator', 'Pets Allowed']",2,1,93.0,0,1,Nasr City,Not in Compound,800000.0,شقة فى شارع الطيران للبيع
4735,[],2,1,120.0,0,1,Heliopolis,Not in Compound,800000.0,شقه لقطه للبيع خلف نادي النصر١٢٠م قرب جسر ...
4736,['Elevator'],3,2,200.0,0,4,New Cairo - El Tagamoa,Not in Compound,1500000.0,شقةالتجمع الاول متشطبة ٢٠٠م استلام فوري ما...
4737,"['Security', 'Elevator']",3,2,155.0,0,1,Gesr Al Suez,Not in Compound,500000.0,شقة بحرى تمليك ١٥٥ متر .. شارع متفرع من جم...
4738,[],3,2,150.0,0,0,Badr City,Not in Compound,450000.0,من المالك مباشر لهواة الدور الارضى مدينة ب...
4739,['Security'],3,2,126.0,0,5,Maadi,Not in Compound,700000.0,عمارات الشرطة امتداد الامل المعادى
4740,[],3,2,140.0,0,7,Matareya,Not in Compound,800000.0,شقة ف المطرية
4741,[],2,1,85.0,0,2,Helmeyat El Zaytoun,Not in Compound,300000.0,شقه قانون قديم ب حمامات القبه
4742,[],2,1,120.0,0,1,Heliopolis,Not in Compound,800000.0,للبيع شقه بمصر الجديده 120م تشطيب سوبر لوك...
4743,[],2,1,78.0,0,0,Madinaty,Not in Compound,1150000.0,شقه لقطه ارضي بحديقه للبيع بمدينتي فيو رائ...
4744,[],3,1,100.0,0,1,Obour City,Not in Compound,449000.0,للبيع شقه 100 متر بمدينة العبور عمائر مصر ...
4745,[],2,1,68.0,0,5,Salam City,Not in Compound,175000.0,شقة تمليك للبيع في مدينة السلام
4746,[],2,1,70.0,0,1,Shorouk City,Not in Compound,390000.0,شقه ٧٠ متر تقسيم متميز
4747,[],2,1,115.0,0,11,New Nozha,Not in Compound,170000.0,شقه للبيع
4748,"['Security', 'Elevator']",3,2,150.0,0,6,Nasr City,Not in Compound,1600000.0,شقه بموقع متميز تري عباس العقاد بوضوح غير ...
4749,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,3,155.0,0,2,Rehab City,Not in Compound,2000000.0,للبيع بالرحاب 155م بسعر لقطة دور ثانى بحرى...
4750,[],2,1,100.0,0,2,Obour City,Not in Compound,480000.0,شقه للبيع
4751,[],3,3,200.0,0,3,Nasr City,Not in Compound,1700000.0,شقه للبيع امام حديقه الطفل
4752,[],4,2,180.0,0,3,Downtown Cairo,Not in Compound,860000.0,شقة للبيع في اول جمال
4753,[],3,1,90.0,0,0,New Cairo - El Tagamoa,Not in Compound,330000.0,فرصه شقه للبيع بالاسكان الاجتماعي التجمع ا...
4754,"['Covered Parking', 'Elevator']",3,2,150.0,0,3,Al Manial,Not in Compound,1600000.0,شقه للبيع عالبحر الصغير
4755,['Elevator'],2,1,100.0,1,5,Mokattam,Not in Compound,620000.0,شقه للبيع بالمقطم
4756,[],3,3,175.0,0,5,Maadi,Not in Compound,600000.0,شقه للبيع
4757,[],3,2,230.0,0,4,New Cairo - El Tagamoa,Not in Compound,350000.0,روف بسعر محروق فى عمارة مميزة جدا فى جاردي...
4758,"['Security', 'Elevator']",3,2,235.0,0,7,Gesr Al Suez,Not in Compound,2700000.0,للبيع شقه في احمد فخري مكرم عبيد
4759,['Security'],2,2,125.0,1,0,Mokattam,Not in Compound,1100000.0,شقه ١٢٥متر للبيع ميدان النفوره بالقرب من ا...
4760,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,3,139.0,0,4,Rehab City,Rehab City,2100000.0,شقة لقطة للبيع مساحتها ١٣٩ متر بحرية صرف
4761,['Elevator'],4,2,150.0,0,8,Hadayek al-Kobba,Not in Compound,900000.0,شقة ٤ عمارات الأوقاف ميدان السواح كوبري ال...
4762,[],2,1,95.0,0,1,New Cairo - El Tagamoa,Not in Compound,450000.0,امتلك شقتك 2 غرف في التجمع الخامس وبسعر مم...
4763,[],2,1,90.0,0,0,Madinaty,Madinaty,1000000.0,شقة٩٠ م للبيع مدينتي B7 تشطيبات خاصة
4764,['Covered Parking'],2,1,105.0,0,4,Nasr City,Not in Compound,850000.0,Apartment in Nasr City for Sale
4765,['Pets Allowed'],3,1,110.0,1,1,Badr City,Not in Compound,520000.0,شقة ١١٠ متر امام بنك مصر مباشرة للبيع
4766,['Covered Parking'],3,2,165.0,0,0,New Cairo - El Tagamoa,Not in Compound,980000.0,ارضي بحديقه مدخل خاص للبيع في حدائق الاهرا...
4767,[],3,1,96.0,0,2,New Cairo - El Tagamoa,Not in Compound,750000.0,شقه بعمارات القوات المسلحه الجديده بزهراء ...
4768,[],2,1,70.0,0,4,New Cairo - El Tagamoa,Not in Compound,425000.0,شقة للبيع بالتجمع الثالث القاهرة الجديدة
4769,[],3,2,127.0,0,4,Rehab City,Rehab City,1700000.0,شقه بالرحاب موقع متميز
4770,[],2,1,55.0,0,4,Matareya,Not in Compound,110000.0,شقه للبيع
4771,[],2,2,144.0,0,0,Obour City,Not in Compound,500000.0,شقة بالحي التاسع المتميز العبور
4772,[],3,1,90.0,0,1,Hadayek Helwan,Not in Compound,250000.0,شقه للبيع
4773,[],2,1,75.0,0,4,Salam City,Not in Compound,150000.0,شقة لقطة
4774,['Elevator'],2,1,95.0,0,9,Helmeyat El Zaytoun,Not in Compound,550000.0,شقه فى حدائق الزيتون
4775,['Elevator'],3,3,170.0,1,4,Mokattam,Not in Compound,1250000.0,شقة بالهضبة الوسطى
4776,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,1,135.0,1,4,Ain Shams,Not in Compound,420000.0,شقة للبيع بعين شمس ٣ غرف مرخصة جميع العداد...
4777,[],2,1,80.0,0,6,Marg,Not in Compound,100000.0,شقتين في نفس الدور للبيع في المرج الجديده ...
4778,['Security'],3,3,160.0,0,4,Rehab City,Rehab City,2350000.0,شقه 160م تمليك بمدينه الرحاب بالمرحله الاو...
4779,"['Covered Parking', 'Elevator']",3,2,150.0,0,0,Shorouk City,Not in Compound,700000.0,شقه للبيع
4780,[],2,1,120.0,0,5,Nasr City,Not in Compound,870000.0,شقه للبيع عمارات عثمان فيو الحديقه الدوليه
4781,['Covered Parking'],3,3,234.0,0,2,New Cairo - El Tagamoa,Not in Compound,2300000.0,شقه للبيع بالبنفسج فيلات
4782,"['Security', 'Elevator']",3,2,160.0,0,5,Zahraa Al Maadi,2020 Compound,560000.0,شقه لقطه فرصه لا تعوض للبيع اخر شارع الخمس...
4783,[],2,1,80.0,0,6,Marg,Not in Compound,125000.0,فرصة ذهبية للمقبلين على الزواج شقه للبيع م...
4784,[],2,1,75.0,0,4,Salam City,Not in Compound,155000.0,فرصة للبيع
4785,['Elevator'],2,1,110.0,0,8,Ezbet El Nakhl,Not in Compound,420000.0,1 شارع الترعة التوفيقية عزبة النخل الغربية...
4786,['Elevator'],2,1,65.0,0,5,Hadayek al-Kobba,Not in Compound,195000.0,للبيع شقة ٦٥ متر في حدائق القبة
4787,[],3,2,135.0,0,2,New Cairo - El Tagamoa,Not in Compound,1050000.0,شقه للبيع 135م التجمع التالت اسكان الشباب ...
4788,[],3,2,170.0,0,5,Downtown Cairo,Not in Compound,1550000.0,شقه في مصر الجديده
4789,"['Security', 'Pets Allowed']",3,2,130.0,0,3,Badr City,Not in Compound,400000.0,شقة فى قطعة ١٥٥ فى المنطقة الخامسة بالمتمي...
4790,"['Covered Parking', 'Elevator']",3,3,142.0,0,1,Shorouk City,Not in Compound,750000.0,شقة للبيع بمدينة الشروق ١٤٢ متر
4791,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,3,116.0,0,10,Nasr City,Not in Compound,1000000.0,كابيتال ايست شقة متشطبة في مدينة نصر
4792,[],4,2,210.0,0,2,Heliopolis,Not in Compound,1900000.0,شقة للبيع خلف كنتاكى نادى الشمس على مربع ح...
4793,[],4,2,160.0,0,0,Shubra,Not in Compound,1000000.0,شقه لقطه في خلوصي شبرا مصر للبيع تمليك حصه...
4794,[],3,3,155.0,0,3,Rehab City,Rehab City,1900000.0,فرصة للبيع 155م بأجمل مراحل الرحاب نموذج Z...
4795,"['Security', 'Elevator']",3,3,175.0,0,3,Madinaty,Madinaty,2250000.0,شقه ١٧٥م بالB2 دور ثالث بفيو مميز وسعر فرص...
4796,"['Security', 'Elevator']",3,2,110.0,0,0,Madinaty,Not in Compound,1650000.0,أرضي بحديقة B6 بقرب منطقة المطاعم
4797,['Elevator'],3,2,131.0,0,5,Rehab City,Rehab City,1850000.0,شقه ١٣١ م للبيع في الرحاب بسعر خرافي
4798,[],2,2,110.0,0,3,Shubra,Not in Compound,900000.0,للبيع ١١٠ متر بشارع بكتمر نصف تشطيب
4799,[],3,2,98.0,0,0,Madinaty,Madinaty,1050000.0,شقه لقطططه ٩٨م بمدينتى//// D
4800,[],4,3,215.0,0,7,Salam City,Not in Compound,700000.0,شقة بحدائق النزهة في طريق مصر الاسماعيلية
4801,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,2,103.0,0,1,Madinaty,Not in Compound,1250000.0,شقة للبيع فى مدينتى 103م² على وايد جاردن ب...
4802,[],3,3,180.0,0,3,Rehab City,Not in Compound,2399000.0,شقه لقطه للبيع في الرحاب 180 متر موقع مميز...
4803,['Pets Allowed'],3,2,230.0,0,0,New Cairo - El Tagamoa,Not in Compound,2400000.0,اشتري الان وحده سكنية داخل الاحياء في الحي...
4804,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",2,1,125.0,0,3,New Cairo - El Tagamoa,Galleria Moon Valley,1350000.0,شقة 125م استلام فورى تشطي كامل بجوار الجام...
4805,[],2,1,110.0,1,5,Helwan,Not in Compound,530000.0,شقة في أحمد انسي علي عبد الرحمن موقع مميز
4806,['Elevator'],3,1,120.0,0,6,Gesr Al Suez,Not in Compound,500000.0,شقة للبيع قريبة من المترو القديم والجديد ب...
4807,['Security'],2,1,100.0,0,0,New Cairo - El Tagamoa,Rehab City,1800000.0,شقة للبيع بالرحاب مساحة ١٠٠متر
4808,[],2,3,130.0,0,4,New Cairo - El Tagamoa,Not in Compound,800000.0,شقه للبيع بدار مصر القرنفل
4809,"['Security', 'Covered Parking', 'Pets Allowed']",3,3,220.0,0,1,New Cairo - El Tagamoa,Not in Compound,2600000.0,للبيع شقة فى البنفسج التجمع الخامس
4810,[],3,1,158.0,0,0,Madinaty,Not in Compound,2050000.0,شقه للبيع 175+50م جنينه بسعر تجاررري
4811,[],1,2,100.0,0,0,New Cairo - El Tagamoa,Not in Compound,540000.0,شقه بدار مصر الاقرنقل
4812,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",2,1,160.0,1,6,Nasr City,Not in Compound,1500000.0,شقة سوبر لوكس للبيع بالمهندسين
4813,"['Security', 'Covered Parking', 'Elevator']",3,3,235.0,0,1,Helmeyat El Zaytoun,Not in Compound,650000.0,بيت الوطن
4814,[],2,2,130.0,0,2,New Cairo - El Tagamoa,Not in Compound,500000.0,شقه للبيع دار مصر الاندلس(70 عماره)
4815,[],2,1,55.0,0,2,Helwan,Not in Compound,170000.0,شقة بجوار طأطأ وجاد
4816,[],2,1,75.0,0,8,Ain Shams,Not in Compound,160000.0,شقه للبيع
4817,[],3,2,140.0,0,4,New Cairo - El Tagamoa,Not in Compound,350000.0,عدد 2شقه للبيع علي طريق مصر الإسماعيلية ال...
4818,[],1,3,145.0,0,3,Shubra,Not in Compound,1250000.0,شقه في المهندسين للبيع تمليك متشطبه لقط
4819,[],3,2,200.0,0,6,Nasr City,Not in Compound,1100000.0,شقه للبيع بمدينه نصر
4820,[],3,2,140.0,0,3,Madinaty,Not in Compound,2300000.0,شقة للبيع بمدينتى 140م بB10 وايد جاردن فيو...
4821,[],2,1,110.0,0,5,Maadi,Not in Compound,590000.0,للبيع شقة 110م زهراء المعادي جانبي ش الخمس...
4822,[],3,2,170.0,0,1,Mokattam,Not in Compound,1250000.0,شقة ١٧٠م بدور ارضي مرتفع ١٠٠م تراس خاص موا...
4823,"['Security', 'Pets Allowed']",3,3,223.0,0,2,Shorouk City,Not in Compound,1350000.0,كومباوند سبرينجز علي طريق السويس مباشرة شق...
4824,"['Security', 'Covered Parking', 'Pets Allowed']",2,1,90.0,0,0,Rehab City,Not in Compound,1300000.0,بسعر لقطة للبيع شقة 90م في الرحاب تشطيبات ...
4825,[],2,2,120.0,1,2,Sheraton,Not in Compound,900000.0,شقه 120م للبيع اول سكن بشيراتون المطار ب90...
4826,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,2,230.0,0,3,Nasr City,Not in Compound,2300000.0,للبيع أو للايجار:شقة سكنية أو مقر إدارية ب...
4827,[],3,2,160.0,0,6,Nasr City,Not in Compound,1250000.0,فرصة رائعة شقة بقلب مدينة نصر للبيع
4828,[],3,2,150.0,0,2,Obour City,Not in Compound,750000.0,ج/افتح شبابيكك علي فيوه مباشر وسعر لقطه
4829,[],2,2,120.0,0,7,Sheraton,Not in Compound,1250000.0,شقه 120م للبيع الترا هاى لوكس بشيراتون الم...
4830,[],3,3,186.0,0,5,Nasr City,Rehab City,2800000.0,شقه للبيع فى الرحاب فيو حديقه
4831,['Elevator'],2,1,145.0,0,6,Gesr Al Suez,Not in Compound,400000.0,شقة سوبر لوكس للبيع شارع جمال عبد الناصر٤٠...
4832,"['Security', 'Covered Parking', 'Elevator']",3,3,256.0,0,5,Nasr City,Not in Compound,2560000.0,شقة نصف تشطيب عمارة جديدة مصطفي النحاس الر...
4833,"['Covered Parking', 'Pets Allowed']",3,2,163.0,0,0,New Cairo - El Tagamoa,Not in Compound,1250000.0,شقة 163م باللوتس الشمالية نص تشطيب بالتجمع...
4834,[],2,1,127.0,0,4,Rehab City,Rehab City,1550000.0,شقه للبيع 127 متر فيو مفتوح متميز بالمرحله...
4835,[],3,3,200.0,0,2,New Cairo - El Tagamoa,Not in Compound,2650000.0,شقة التر سوبر لوكس للبيع في فيلات الياسمين...
4836,[],2,1,68.0,0,0,Helwan,Not in Compound,130000.0,شقه ٦٨ متر للبيع
4837,[],3,1,110.0,0,6,Marg,Not in Compound,110000.0,شقه ب110الف 110متر
4838,"['Security', 'Elevator']",4,3,200.0,0,1,Madinaty,Not in Compound,2700000.0,شقة للبيع بمدينتي ٢٠٠م b11
4839,"['Security', 'Elevator']",3,2,225.0,0,8,Helmeyat El Zaytoun,Not in Compound,1500000.0,شقه للبيع مساحه 225 متر ويوجد فديو موضح لل...
4840,['Security'],3,2,250.0,0,2,Heliopolis,Not in Compound,2600000.0,250 مترشقه للبيع بأرض الجولف فيو حديقه
4841,['Covered Parking'],2,1,100.0,0,2,Ain Shams,Not in Compound,450000.0,علي بركه الله
4842,"['Security', 'Covered Parking', 'Elevator']",3,3,175.0,0,6,Madinaty,Not in Compound,2000000.0,للبيع بمدينتي بالb1 شقة 175م جاردن فيو واج...
4843,['Elevator'],3,1,110.0,0,2,Gesr Al Suez,Not in Compound,480000.0,شقه للبيع
4844,"['Security', 'Elevator', 'Pets Allowed']",3,3,162.0,0,2,Rehab City,Not in Compound,2050000.0,للبيع بالرحاب 2 شقه 162 متر بالمرحله الثام...
4845,[],2,1,86.0,0,5,Nasr City,Not in Compound,550000.0,شقه للبيع بزهراء مدينة نصر - القاهره
4846,[],2,1,70.0,0,0,New Cairo - El Tagamoa,Not in Compound,550000.0,سوبر لوكس بجوارالجامعة الألمانية على الشار...
4847,[],2,1,67.0,0,3,Obour City,Not in Compound,270000.0,شقه للبيع فى العبور
4848,[],2,1,120.0,0,7,Sheraton,Not in Compound,900000.0,شقه 120م للبيع بالمطبخ ب900 الف نهائى بشير...
4849,[],3,2,190.0,0,1,New Cairo - El Tagamoa,Not in Compound,1700000.0,شقه سوبر لوكس للبيع
4850,"['Security', 'Elevator']",2,1,130.0,0,6,Heliopolis,Not in Compound,1450000.0,شقه بسعر لقطه في مصر الجديدة شارع جلال حجا...
4851,[],3,2,185.0,0,9,Nasr City,Not in Compound,1200000.0,شقة للبيع 185 متر فى مدينة نصر المنطقة الث...
4852,[],2,1,120.0,0,0,New Cairo - El Tagamoa,Not in Compound,470000.0,بيزمنت بسعر لقطه لسرعة البيع علي الشارع ال...
4853,"['Security', 'Covered Parking']",2,2,175.0,0,4,New Cairo - El Tagamoa,Mountain View Hyde Park,1750000.0,VGK Palm Hills - Apartment corner 175 m pr...
4854,"['Security', 'Elevator', 'Pets Allowed']",3,2,130.0,0,3,New Cairo - El Tagamoa,Dar Misr,510000.0,١٣٠م لقطه بحري بدار مصر القرنفل استلام فور...
4855,[],2,1,90.0,0,2,Ain Shams,Not in Compound,300000.0,شقة للبيع
4856,[],3,2,200.0,0,10,Nasr City,Not in Compound,1850000.0,مدينة نصر المنطقة التاسعة خلف مدرسة المنهل...
4857,"['Covered Parking', 'Pets Allowed']",2,1,60.0,0,5,Shorouk City,Not in Compound,300000.0,شقه للبيع مساحه 60 منر صافي
4858,[],2,1,86.0,0,6,Nasr City,Not in Compound,700000.0,شقة للبيع 86 متر فى مدينة نصر المنطقة الثا...
