,Amenities,Bedrooms,Bathrooms,Area,Furnished,Level,location,Compound,price,title
4513,"['Security', 'Pets Allowed']",3,1,110.0,0,6,Zawya al-Hamra,Not in Compound,500000.0,شقه للبيع بمكان مميز
4514,[],2,1,100.0,0,5,Gesr Al Suez,Not in Compound,480000.0,شقه للبيع
4515,[],3,1,110.0,0,3,New Cairo - El Tagamoa,Not in Compound,700000.0,شقه لقطه في مدينه نصر
4516,"['Security', 'Covered Parking', 'Elevator']",4,2,165.0,1,3,Maadi,Not in Compound,1950000.0,شقه للبيع بالمعادي
4517,[],2,1,56.0,0,0,15 May City,Not in Compound,180000.0,شقه للبيع
4518,['Elevator'],3,1,135.0,0,1,Heliopolis,Not in Compound,720000.0,شقة سوبر لوكس للبيع باكتوبر
4519,"['Security', 'Covered Parking']",2,1,96.0,0,3,Madinaty,Madinaty,1250000.0,شقه للبيع في مدينتي
4520,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",3,3,157.0,0,0,Madinaty,Madinaty,2350000.0,شقه ارضى مساحة 157+50حديقه تشطيب المالك
4521,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",4,2,230.0,0,8,Maadi,Not in Compound,1800000.0,شقة 230 متر مصطفي النحاس م نصر بانوراما
4522,['Elevator'],2,1,110.0,0,5,Nasr City,Not in Compound,560000.0,شقه تمليك في مدينه نصر
4523,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,3,135.0,0,3,Madinaty,Madinaty,1800000.0,شقه للبيع في مدينتي
4524,[],2,1,70.0,0,1,Heliopolis,Not in Compound,1100000.0,شقه للبيع أمام التاكسي الطائر
4525,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",2,1,78.0,0,0,Madinaty,Not in Compound,1200000.0,شقه ارضى 78م+40حديقه b6 فيو جاردن
4526,"['Security', 'Covered Parking']",3,1,100.0,0,5,Salam City,Not in Compound,520000.0,شقه بالشروق مدينه نصر خلف النادي الاهلي شق...
4527,[],3,1,120.0,1,1,Ezbet El Nakhl,Not in Compound,385000.0,فرصه شقه دور اول تصلح إداري او تجاري شارع ...
4528,[],3,3,155.0,0,3,Madinaty,Rehab City,1800000.0,شقة بالرحاب مرحلة أولي مجموعة١١ عمارة١٤ ال...
4529,[],3,2,160.0,0,11,Maadi,Not in Compound,650000.0,شقه للبيع المعادى امريكان بيتشو المرحله ال...
4530,[],3,2,250.0,0,10,Gesr Al Suez,Not in Compound,330000.0,شقه للبيع ف جسر السويس
4531,"['Security', 'Covered Parking', 'Pets Allowed']",3,3,155.0,0,0,Al Manial,Not in Compound,1000000.0,شقه للبيع الخمايل
4532,[],4,3,230.0,0,2,New Cairo - El Tagamoa,Not in Compound,2200000.0,230م بالياسمين فيلات استلام فوري على حديقة...
4533,[],2,1,70.0,0,1,New Cairo - El Tagamoa,Not in Compound,430000.0,شقة للبيع بالتجمع الثالث
4534,['Security'],3,2,185.0,0,4,Abasiya,Not in Compound,775000.0,شقه للبيع بحدائق الاهرام
4535,[],2,1,135.0,0,7,Gesr Al Suez,Not in Compound,420000.0,للبيع شقة عمارة مرخصة بمدخل رخام نصية ش أم...
4536,[],3,1,96.0,0,5,Nasr City,Not in Compound,550000.0,شقة 96 متر زهراء مدينة نصر مساكن الظباط من...
4537,[],2,1,70.0,0,7,Ain Shams,Not in Compound,140000.0,شارع الوحده العربيه جسر السويس محطه نادي ا...
4538,"['Security', 'Covered Parking', 'Elevator']",3,2,170.0,0,1,Nasr City,Not in Compound,1600000.0,شقه لقطه متشطبه فى يوسف عباس مدينه نصر اما...
4539,[],3,2,130.0,0,5,Ain Shams,Not in Compound,335000.0,شقة للبيع بألف مسكن
4540,['Pets Allowed'],4,2,170.0,0,2,Hadayek Helwan,Not in Compound,850000.0,شقه للبيع
4541,"['Security', 'Elevator']",3,2,135.0,0,10,Gesr Al Suez,Not in Compound,950000.0,شقة للبيع
4542,['Pets Allowed'],2,1,65.0,0,5,Gesr Al Suez,Not in Compound,160000.0,شقه للبيع
4543,"['Security', 'Elevator']",3,2,130.0,0,10,Gesr Al Suez,Not in Compound,1000000.0,شقة للبيع
4544,['Security'],3,1,90.0,0,3,Badr City,Not in Compound,250000.0,فرصه لن تتكرر شقه بحري تاني نمره من الرءيس...
4545,[],3,1,96.0,0,0,New Cairo - El Tagamoa,Not in Compound,750000.0,شقة للبيع
4546,"['Security', 'Pets Allowed']",3,2,109.0,0,0,Madinaty,Madinaty,1400000.0,شقة للبيع في مدينتي مساحة 109 + 45 حديقة
4547,[],2,1,70.0,1,6,Matareya,Not in Compound,350000.0,شقة للبييع
4548,"['Security', 'Covered Parking', 'Pets Allowed']",3,3,157.0,0,0,Madinaty,Madinaty,2400000.0,شقة للبيع في مدينتي مساحة 157+65متر حديقة
4549,[],2,1,110.0,0,9,Gesr Al Suez,Not in Compound,250000.0,شقه سوبر لوكس بشارع الاربعين من جسر السويس
4550,[],2,1,100.0,0,3,Obour City,Not in Compound,500000.0,شقه للبيع بالحي الاول قريبه جدا من أولاد ر...
4551,[],3,2,135.0,0,4,Madinaty,Madinaty,1480000.0,للبيع شقة بسعر تجاري 135
4552,"['Security', 'Elevator', 'Pets Allowed']",3,2,103.0,0,4,Madinaty,Madinaty,1200000.0,شقة للبيع في مدينتي B6 مساحة 103 متر
4553,[],3,1,67.0,0,0,Zawya al-Hamra,Not in Compound,210000.0,شقه للبيع بالعاشر من رمضان
4554,[],2,2,96.0,0,3,Madinaty,Madinaty,880000.0,للبيع شقة96 متر 4/3 تشطيب بال b7
4555,[],2,1,70.0,0,2,Obour City,Not in Compound,355000.0,شقة لوقطة للبيع بجنة العبور
4556,['Elevator'],3,2,200.0,0,3,New Cairo - El Tagamoa,Not in Compound,2200000.0,نص رووف فى البنفسج ١١على الوترواى مباشرتا
4557,[],3,1,96.0,0,5,Nasr City,Not in Compound,550000.0,شقة ٩٦ متر مساكن الظباط بتبص علي شارع المي...
4558,[],2,1,64.0,0,0,Madinaty,Madinaty,875000.0,للبيع شقة ارضي بحديقة بال b7بسعر مغري
4559,[],2,2,105.0,1,1,Salam City,Not in Compound,350000.0,شقة للببع
4560,[],2,1,70.0,0,5,15 May City,Not in Compound,330000.0,شقه امام مدرسه رواد المستقبل
4561,[],4,2,220.0,1,10,Nasr City,Not in Compound,1900000.0,شقه للبيع بمدينة نصر فاخره بالفرش والأجهزه...
4562,['Elevator'],3,2,120.0,1,2,Sheraton,Not in Compound,1650000.0,شقة للبيع بشيراتون بسعر مميز
4563,[],3,1,160.0,0,4,Hadayek al-Kobba,Not in Compound,650000.0,شقه لليع
4564,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,2,175.0,0,2,Sheraton,Not in Compound,2150000.0,شقة للبيع
4565,"['Security', 'Covered Parking', 'Maids Room']",3,2,140.0,0,0,New Cairo - El Tagamoa,Not in Compound,980000.0,شقة للبيع بالتجمع الخامس
4566,[],2,2,155.0,0,3,Maadi,Not in Compound,880000.0,شقه للبيع التر سوبر لوكس في المعراج السفلي...
4567,[],3,1,140.0,0,4,Ain Shams,Not in Compound,350000.0,شقة تمليك للبيع
4568,[],2,1,90.0,0,6,Maadi,Not in Compound,200000.0,للبيع شقة سوبر لوكس بعرب المعادي اخر شارع ...
4569,"['Security', 'Covered Parking', 'Elevator']",3,2,220.0,0,3,Heliopolis,Not in Compound,3600000.0,شقة للبيع سكني إدارى 220 م الخليفة المأمون...
4570,['Pets Allowed'],3,1,90.0,0,4,Obour City,Not in Compound,245000.0,شقه للبيع بالعبور الجديده ٩٠م من المالك مب...
4571,[],3,2,145.0,0,6,Downtown Cairo,Not in Compound,870000.0,شقة 145 متر للبيع
4572,[],2,1,70.0,0,1,Ezbet El Nakhl,Not in Compound,115000.0,شقة تمليك للبيع
4573,[],2,1,110.0,0,5,Shubra,Not in Compound,400000.0,شقه للبيع بشبرا مصر
4574,[],4,2,270.0,1,8,Nasr City,Not in Compound,1600000.0,شقه للبيع 270 م بالقرب من حديقه الطفل موقع...
4575,"['Security', 'Elevator', 'Maids Room']",3,1,115.0,1,1,Ain Shams,Not in Compound,420000.0,شقة للبيع
4576,[],3,2,150.0,0,2,Zawya al-Hamra,Not in Compound,600000.0,محمد عواجه
4577,"['Security', 'Elevator']",3,2,160.0,0,6,Heliopolis,Not in Compound,1400000.0,للبيع شقة خليفة المأمون
4578,"['Elevator', 'Pets Allowed', 'Security', 'Covered Parking', 'Maids Room']",2,1,120.0,0,1,Nasr City,Not in Compound,270000.0,شقه لقطه للبيع 120م غرفتين وقطعتين رسبشن م...
4579,[],3,1,90.0,0,0,Obour City,Not in Compound,180000.0,شقه 90متر بحى المجد العبور
4580,[],2,1,100.0,1,10,Hadayek al-Kobba,Not in Compound,950000.0,شقة للبيع بالعفش والأجهزة بحدائق القبه اما...
4581,"['Elevator', 'Pets Allowed']",3,2,175.0,0,3,Obour City,Not in Compound,680000.0,Apartment for sale!/شقة للبيع
4582,[],1,1,80.0,0,9,Maadi,Not in Compound,310000.0,شقة بعرب المعادي
4583,[],2,1,57.0,0,5,15 May City,Not in Compound,165000.0,شقة في مجاورة ١٤ مدينة ١٥ مايو ٥٧ متر
4584,[],3,1,130.0,0,8,Matareya,Not in Compound,480000.0,شقه للبيع في المطرية
4585,[],3,2,165.0,0,4,Nasr City,Not in Compound,320000.0,شقه للبيع
4586,['Elevator'],3,1,80.0,0,10,New Cairo - El Tagamoa,Not in Compound,350000.0,شقة بموقع متميز بجوار مترو المعادى
4587,[],3,3,119.0,0,1,New Cairo - El Tagamoa,Rehab City,1750000.0,شقه للبيع ، الرحاب ٢ مساحة ١١٩ متر
4588,"['Security', 'Covered Parking', 'Elevator']",2,1,120.0,0,2,Nasr City,Not in Compound,850000.0,شقة لقطة بسعر مغرى
4589,['Security'],3,2,200.0,0,2,New Cairo - El Tagamoa,Not in Compound,2500000.0,شقة ٢٠٠ متر كمبوند النخيل التجمع الاول بال...
4590,[],3,2,170.0,0,4,15 May City,Not in Compound,960000.0,شقة للبيع مجاورة 8 مدينة 15 مايو
4591,[],3,3,153.0,0,3,Rehab City,Rehab City,1700000.0,‎شقة 153 م للبيع الرحاب ١ المرحلة الاولي
4592,[],2,1,84.0,0,3,Madinaty,Madinaty,730000.0,للبيع شقة 82متر بسعر لقطة جاردن فيو
4593,[],2,1,125.0,0,2,Helwan,Not in Compound,450000.0,الترا سوبر لوكس خارجيه
4594,['Elevator'],4,2,200.0,0,1,Nasr City,Not in Compound,2000000.0,شقة حكاية
4595,[],2,1,78.0,0,5,Mokattam,Not in Compound,310000.0,شقه للبيع في شارع 9 الرئيسي
4596,['Elevator'],2,2,80.0,0,2,Ain Shams,Not in Compound,340000.0,شقه للبيع ميدان النعام تم تنزيل السعر لسرع...
4597,[],2,1,85.0,0,5,Hadayek Helwan,Not in Compound,298000.0,شقه للبيع
4598,[],3,2,140.0,0,5,Nasr City,Dar Misr,765000.0,hossam
4599,"['Security', 'Elevator']",3,2,135.0,0,3,Nasr City,Not in Compound,1150000.0,١٣٥ م بكمبوند جراند سيتي المرشدي كارفور ال...
4600,['Elevator'],3,1,145.0,0,2,Mokattam,Not in Compound,940000.0,شقة للبيع الترا سوبر لوكس بالهضبة الوسطى ا...
4601,"['Security', 'Elevator']",3,2,133.0,0,2,New Cairo - El Tagamoa,Madinaty,1210000.0,شقه للبيع فى مدينتى ١٣٣م
4602,[],3,1,85.0,0,7,Ezbet El Nakhl,Not in Compound,190000.0,شقه للبيع في أرض الجنينه
4603,"['Security', 'Covered Parking', 'Elevator']",3,2,172.0,0,3,New Cairo - El Tagamoa,Not in Compound,1850000.0,للبيع شقه نصف تشطيب 172 متر بكمبوند بالمست...
4604,"['Security', 'Elevator', 'Pets Allowed']",3,2,145.0,0,6,Zawya al-Hamra,Not in Compound,700000.0,شقة للبيع بمدينة الأحلام
4605,[],2,1,54.0,0,5,Mokattam,Not in Compound,190000.0,شقه للبيع
4606,['Elevator'],3,1,95.0,0,2,Waili,Not in Compound,600000.0,شقه تمليك حدايق القبه
4607,[],2,1,100.0,0,6,New Cairo - El Tagamoa,Not in Compound,450000.0,شقه للبيع
4608,[],2,1,70.0,0,2,Ezbet El Nakhl,Not in Compound,1400000.0,شقه للبيع
4609,[],3,3,154.0,0,4,Rehab City,Rehab City,1700000.0,شقة ١٥٤ م للبيع الرحاب ١ المرحلة الثالثة ب...
4610,"['Security', 'Elevator', 'Pets Allowed']",3,1,143.0,0,3,Madinaty,Madinaty,1750000.0,شقه 143م تمليك ب مدينتي والتنازل بالنادي
4611,"['Security', 'Covered Parking', 'Elevator']",3,2,150.0,0,2,Sheraton,Not in Compound,1500000.0,شقه للبيع وجهه بحري في مساكن شيراتون المطا...
4612,[],3,1,100.0,0,3,Hadayek al-Kobba,Not in Compound,660000.0,شقة بمساكن القبة الجديدة
4613,"['Security', 'Covered Parking', 'Elevator', 'Maids Room']",3,2,150.0,0,7,Sheraton,Not in Compound,1350000.0,شقه للبيع في مساكن شيراتون المطار
4614,[],3,1,120.0,0,7,Ezbet El Nakhl,Not in Compound,450000.0,شقه للبيع
4615,['Pets Allowed'],2,1,60.0,0,5,Ezbet El Nakhl,Not in Compound,160000.0,شقة بعزبة النخل الغربية تمليك بجانب المترو
4616,['Security'],3,2,134.0,0,3,Shorouk City,Not in Compound,1150000.0,شقة بكمبوند وادي الربيع . مدينة الشروق
4617,['Elevator'],3,1,120.0,0,2,Maadi,Not in Compound,800000.0,شقة للبيع
4618,[],3,1,155.0,0,2,New Cairo - El Tagamoa,Not in Compound,1600000.0,للبيع النرجس عملرات
4619,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,2,164.0,0,1,New Cairo - El Tagamoa,Galleria Moon Valley,1700000.0,شقة للبيع في جاليريا موون فالي - تقسيمة أك...
4620,[],2,1,125.0,0,2,Helwan,Not in Compound,450000.0,فى ذكى حواس
4621,[],3,2,235.0,0,1,Downtown Cairo,Not in Compound,3100000.0,المعادى منطقة فلل وسفارات
4622,"['Security', 'Covered Parking', 'Pets Allowed']",3,3,162.0,0,0,New Cairo - El Tagamoa,Galleria Moon Valley,2100000.0,وحدة 162 + 63 جاردن + استلام فوري Galleria...
4623,[],3,2,168.0,0,4,Madinaty,Madinaty,2100000.0,شقة ١٦٨ م للبيع مدينتي اجمل المرحل B8 فيو ...
4624,[],2,1,68.0,0,3,Obour City,Not in Compound,205000.0,شقة خالصة حى 2 دور ثانى بالغاز تشطيب عادى
4625,"['Security', 'Elevator', 'Pets Allowed']",2,1,105.0,0,7,Zahraa Al Maadi,Not in Compound,460000.0,شقة للبيع في مدينة بيتشو زهراء المعادي
4626,"['Security', 'Covered Parking', 'Elevator']",4,3,220.0,1,2,Nasr City,Not in Compound,3300000.0,شقة مفروشة للبيع
4627,[],3,2,108.0,0,2,Rehab City,Not in Compound,1350000.0,فرصه للجادين موجود شقه للبيع بالرحاب ١٠٨ م...
4628,[],2,1,80.0,0,0,Maadi,Not in Compound,235000.0,شقه بكمبوند التجاريبن حدايق اكتوبر للبيع ا...
4629,[],3,1,185.0,0,6,Hadayek Helwan,Not in Compound,230000.0,شقه بسعر محرووووق
4630,"['Security', 'Elevator', 'Pets Allowed']",2,2,105.0,0,5,Maadi,Baron City,950000.0,للبيع بالبارون واجهة امامي بالكامل ١٠٥م
4631,[],3,2,131.0,0,4,Rehab City,Not in Compound,1900000.0,موجود شقه للبيع بالرحاب مرحله ١٣١ م فيو جا...
4632,[],2,1,125.0,0,4,Shorouk City,Not in Compound,650000.0,شقة للبيع مدينة الشروق ١٢٥
4633,[],3,2,175.0,0,11,Mokattam,Not in Compound,950000.0,شقة للبيع
4634,[],3,3,162.0,0,2,Rehab City,Not in Compound,2400000.0,موجود شقه للبيع بالرحاب ١٦٢ م ٣ غرفه ٣ حما...
4635,[],2,1,120.0,0,3,Mokattam,Not in Compound,840000.0,شقة للبيع بالمقطم ش كريم بنونة - الهضبه ال...
4636,[],3,1,121.0,0,1,Nasr City,Not in Compound,700000.0,شقة نص تشطيب ١٢١م في كمبوند البارون
4637,[],2,1,90.0,0,4,Rehab City,Not in Compound,1300000.0,فرصه للجادين موجود شقه للبيع بالرحاب مرحله...
4638,[],3,3,136.0,0,0,Rehab City,Not in Compound,2100000.0,فرصه موجود شقه للبيع بالرحاب ١٣٦ م ارضى بح...
4639,[],3,3,185.0,0,0,Madinaty,Madinaty,2550000.0,لهواة الارضي بحديقة للبيع مدينتي B1 مساحة ...
4640,"['Security', 'Covered Parking', 'Elevator']",3,2,139.0,0,10,Nasr City,Not in Compound,2850000.0,ناصر محمد
4641,['Elevator'],3,1,135.0,0,9,Helmeyat El Zaytoun,Not in Compound,700000.0,شقه للبيع على شارع سليم الاول
4642,[],3,1,100.0,0,3,Marg,Not in Compound,210000.0,شقة 100م تمليك
4643,[],2,1,65.0,0,4,Abasiya,Not in Compound,265000.0,شقة بمنشية الصدر أمام وزارة الدفاع
4644,[],4,2,220.0,0,2,Nasr City,Not in Compound,1600000.0,للاستثمار شقه من مكرم متاجره لمكتب د ثاني
4645,['Elevator'],2,1,115.0,0,2,Marg,Not in Compound,400000.0,شقة ناصية الشرفا
4646,[],3,1,110.0,0,8,Helmeyat El Zaytoun,Not in Compound,350000.0,شقة للبع
4647,[],2,1,63.0,0,0,Obour City,Not in Compound,210000.0,شقه 63م
4648,[],2,1,85.0,0,5,Matareya,Not in Compound,400000.0,بيع شقة
4649,"['Security', 'Pets Allowed']",3,3,186.0,0,2,Katameya,Not in Compound,1500000.0,شقة ١٨٦م بالتجمع الخامس واجهة بحري غير مجر...
4650,[],2,1,65.0,0,5,Matareya,Not in Compound,150000.0,شقه للبيع ٦٥متر في المطريه أمام سوق الخميس...
4651,"['Security', 'Elevator']",3,2,165.0,0,9,Maadi,Not in Compound,1300000.0,شقة ١٦٥ متر بمشروع دارنا بجوار كارفور المع...
4652,[],3,1,140.0,0,4,Nasr City,Not in Compound,170000.0,شقه للبيع بسعر لقطه بجوار سوبر ماركت ابو ي...
4653,[],2,3,156.0,1,1,Nasr City,Eastown,2900000.0,شقه 156 متر متشطبه للبيع بكمبوند ايستاون س...
4654,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,2,103.0,0,4,Rehab City,Not in Compound,1200000.0,للبيع بمدينتى شقه 103م 3غرف نوم و2حمام
4655,"['Security', 'Covered Parking', 'Elevator']",3,2,173.0,0,1,Madinaty,Madinaty,2450000.0,بسعر لقطة للبيع بمدينتي B8
4656,[],3,2,220.0,0,0,Obour City,Not in Compound,1100000.0,شقه لقطه
4657,[],3,1,90.0,0,5,Nasr City,Not in Compound,550000.0,شقه للبيع في مدينه نصر الحي السابع الجديد ...
4658,[],2,1,110.0,0,0,Hadayek Helwan,Not in Compound,350000.0,بدروم للبيع 110م بوادي حوف
4659,"['Security', 'Covered Parking', 'Elevator']",3,2,210.0,0,6,Maadi,Not in Compound,1600000.0,شقة للبيع بزهراء المعادي 210 متر نصف تشطيب...
4660,"['Security', 'Elevator', 'Maids Room', 'Pets Allowed']",4,3,200.0,0,4,Madinaty,Madinaty,2550000.0,شقه ٢٠٠م على أكبر وايد جاردن بسعر روعه دور...
4661,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",4,1,160.0,0,5,Heliopolis,Not in Compound,1800000.0,شقة مميزة للبيع في عمارات العبور (المرحلة ...
4662,['Elevator'],3,1,135.0,0,10,Gesr Al Suez,Not in Compound,425000.0,شقتين للبيع بجمال عبد الناصر جسر السويس
4663,[],2,1,100.0,0,11,Gesr Al Suez,Not in Compound,400000.0,شقة تشطيب هاي لوكس في النزهة ٢ - جسر السوي...
4664,[],2,1,100.0,0,1,Maadi,Not in Compound,500000.0,شقة للبيع امام مترو حدائق المعادى مباشرة ا...
4665,[],4,3,258.0,0,2,New Cairo - El Tagamoa,Not in Compound,3000000.0,شقه للبيع تجمع أول خلف الميراج ومدرسة جرين...
4666,[],2,1,145.0,0,6,Ezbet El Nakhl,Not in Compound,450000.0,شقه للبيع
4667,['Covered Parking'],3,2,247.0,1,1,Shorouk City,Not in Compound,1000800.0,شقة بالشروق
4668,[],3,1,100.0,0,2,New Cairo - El Tagamoa,Not in Compound,1000000.0,شقه للبيع على شارع الطيران الرئيسى ١٠٠ م ت...
4669,[],2,1,75.0,0,3,Helmeyat El Zaytoun,Not in Compound,250000.0,شقه بالاميريه بموقع متميز وهادي وقريبه لشا...
4670,[],3,3,207.0,0,2,New Cairo - El Tagamoa,Not in Compound,2800000.0,شقه للبيع الياسمين فيلات تانى نمره التسعين...
4671,[],4,2,230.0,0,3,Nasr City,Not in Compound,2350000.0,شقه للبيع في مدينه نصر مربع زهلي
4672,"['Security', 'Covered Parking', 'Elevator']",2,1,115.0,0,6,Gesr Al Suez,Not in Compound,600000.0,شقه بالنزهه الجديده الفاروقيه جسر السويس
4673,[],3,3,150.0,0,0,Obour City,Not in Compound,520000.0,لسرعة البيع فى دار مصر العبور 2
4674,[],3,1,200.0,0,1,Obour City,Not in Compound,700000.0,شقة للبيع في مدينة العبور الحي الثالث
4675,[],2,1,65.0,0,0,Shubra,Not in Compound,270000.0,شقة شبرا مصر للبيع من المالك
4676,['Security'],2,1,86.0,0,0,Nasr City,Not in Compound,465000.0,شقة للبيع بزهراء مدينة نصر بسعر لقطه
4677,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,3,205.0,1,5,Al Manial,Not in Compound,3000000.0,شقة فاخرة في شارع المنيل الرئيسي
4678,"['Security', 'Pets Allowed']",3,2,200.0,0,2,Obour City,Not in Compound,730000.0,شقه 200 متر في الحي الرابع فيلات على خط عش...
4679,"['Security', 'Pets Allowed']",2,1,82.0,0,1,Madinaty,Madinaty,825000.0,شقه للبيع بمدينتي b7بسعر لقطه
4680,[],2,1,80.0,0,0,Salam City,Not in Compound,300000.0,شقة ومحل للبيع كاملة التوضيب
4681,['Elevator'],3,1,120.0,0,3,Nasr City,Not in Compound,380000.0,شقه للبيع سوبر لوكس بسعر مميز
4682,"['Security', 'Covered Parking', 'Elevator']",3,2,145.0,1,11,Heliopolis,Not in Compound,990000.0,شقة للبيع عمارات العبور
4683,"['Security', 'Elevator']",2,2,170.0,0,10,Shubra,Not in Compound,2000000.0,شقة للبيع شبرا مصر كورنيش النيل
4684,['Elevator'],3,2,160.0,0,3,Mokattam,Not in Compound,1300000.0,شقة للبيع ناصية على ٣ شوارع منطقة الدبلوما...
4685,[],2,1,120.0,0,2,Nasr City,Not in Compound,1200000.0,شقة للبيع
4686,"['Security', 'Covered Parking', 'Elevator', 'Pets Allowed']",3,1,145.0,0,4,Nasr City,Not in Compound,1200000.0,شقه للبيع - بمدينه نصر
4687,[],3,1,80.0,0,5,Ain Shams,Not in Compound,280000.0,شقه لقطه للبيع للجادين فقط
4688,[],3,1,146.0,0,2,Nasr City,Not in Compound,975000.0,شقة تمليك لقطة للببع الواحة مدينة نصر
4689,[],3,3,204.0,0,4,New Cairo - El Tagamoa,Not in Compound,2500000.0,شقه للبيع بالتجمع الخامس اللوتس الشمالى
4690,[],3,3,158.0,0,0,Madinaty,Madinaty,2000000.0,للبيع شقة ارضي بحديقة بسعر مميز
4691,[],3,1,90.0,0,0,Badr City,Not in Compound,230000.0,اسكان اجتماعي النرجس سوبر لوكس للبيع او ال...
4692,"['Covered Parking', 'Elevator']",3,2,204.0,0,1,Shorouk City,Not in Compound,1000000.0,المنطقة الخامسة /المجاورة التالتة
4693,[],3,2,202.0,0,4,New Cairo - El Tagamoa,Not in Compound,1200000.0,شقه بالم هيلز كابيتال جاردنز مستقبل سيتي
4694,[],3,2,200.0,0,2,New Cairo - El Tagamoa,Not in Compound,2450000.0,شقة 200م بالياسمين سوبر لوكس بالتجمع الخام...
4695,"['Security', 'Elevator', 'Pets Allowed']",3,2,116.0,0,5,Madinaty,Madinaty,1250000.0,امتلك شقة بمدينتي 3 غرف بموقع متميز قرب ال...
4696,[],2,1,63.0,0,3,Obour City,Not in Compound,290000.0,شقة للبيع اسكان قومي خالصه لوكس غاز
4697,[],3,1,133.0,0,0,Madinaty,Not in Compound,1230000.0,شقة للببع بمدينتى B7ارضى تشطيب شركة خالصة ...
4698,"['Security', 'Covered Parking']",3,1,100.0,0,3,Maadi,Not in Compound,600000.0,شقه للبيع
4699,[],3,2,190.0,0,0,New Cairo - El Tagamoa,Not in Compound,2350000.0,شقة 190م بجنوب الاكاديمية سوبر لوكس بالتجم...
4700,[],2,1,120.0,0,1,New Cairo - El Tagamoa,Not in Compound,500000.0,شقة للبيع بعمارات الاوقاف المناشي تشطيب سو...
4701,[],2,1,100.0,0,5,Downtown Cairo,Not in Compound,325000.0,شقه للبيع
4702,[],3,1,86.0,0,5,15 May City,Not in Compound,350000.0,شقه للبيع ١٥ مايو مجاوره ٣٤ دور خامس تشطيب...
4703,[],4,2,160.0,0,9,Gesr Al Suez,Not in Compound,460000.0,شقة بالف مساكن للبيع من المالك مباشرااا
4704,[],3,3,235.0,0,0,New Cairo - El Tagamoa,Not in Compound,2900000.0,شقة ارضي بحديقة و مدخل خاص للبيع في أرقى ف...
4705,"['Security', 'Covered Parking', 'Maids Room', 'Pets Allowed']",2,1,70.0,1,4,Badr City,Not in Compound,400000.0,شقه لقطه للبيع مفروشه مكيفه لهواه الاستثما...
4706,[],2,2,159.0,0,3,New Cairo - El Tagamoa,VGK,2600000.0,شقة للبيع في Village Gardens Katameya Palm...
4707,[],3,1,115.0,0,2,New Cairo - El Tagamoa,Not in Compound,100000.0,شقة للبيع سكن مصر
4708,"['Security', 'Covered Parking']",2,1,77.0,0,5,Maadi,Not in Compound,360000.0,شقه للبيع
4709,['Elevator'],3,2,150.0,0,10,Zawya al-Hamra,Not in Compound,250000.0,شقة بالمريوطية 150 متر بابراج الرحمانية نص...
4710,"['Security', 'Covered Parking', 'Elevator', 'Maids Room']",3,2,200.0,1,10,Nasr City,Not in Compound,430000.0,شقه لقطه مريوطيه فيصل شارع شيشيني
4711,[],2,1,76.0,0,2,Helwan,Not in Compound,230000.0,شقه للبيع بالمشروع
4712,"['Security', 'Elevator']",3,2,135.0,0,10,Nasr City,Not in Compound,620000.0,شقه للبيع زهراء مدينه نصر سوبر لوكس بسعر ل...
4713,['Elevator'],3,2,190.0,0,4,Zahraa Al Maadi,Not in Compound,1300000.0,المعراج العلوي المجاوره الرابعه تشطيب كامل...
4714,[],3,2,195.0,0,3,Downtown Cairo,Not in Compound,1500000.0,شقة للبيع في مدينة نصر
4715,[],2,1,80.0,0,5,Hadayek Helwan,Not in Compound,350000.0,شقه للبيع بحدائق حلوان موقع مميز
4716,"['Security', 'Elevator', 'Pets Allowed']",3,3,245.0,0,3,Maadi,Baron City,1150000.0,للبيع 180م بكمبوند البارون سيتى بجوار نادى...
4717,[],3,3,119.0,0,1,Rehab City,Rehab City,1750000.0,شقة 119 م للبيع الرحاب المرحله العاشرة اما...
4718,[],4,2,250.0,0,9,Nasr City,Not in Compound,1400000.0,فرصه للاستثمار والسكن الراقي شقه للبيع 250...
4719,[],3,2,150.0,0,1,New Cairo - El Tagamoa,Not in Compound,1200000.0,شقة 150م باللوتس الجنوبية نص تشطيب بالتجمع...
4720,"['Security', 'Covered Parking', 'Elevator']",3,2,134.0,0,4,Rehab City,Rehab City,1950000.0,بالرحاب للبيع شقة ١٣٤ م على فيو رائع ، تشط...
4721,['Elevator'],3,2,140.0,0,9,Heliopolis,Not in Compound,1200000.0,شقه للبيع
4722,[],3,2,165.0,0,1,Nasr City,Not in Compound,1150000.0,شقة مميزة للبيع بمدينة نصر بجوار التأمين ا...
4723,[],3,2,190.0,0,1,Nasr City,Not in Compound,1250000.0,شقة للبيع عمارات فوزي السيد التوفيقية
